YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,11,6,5,AA,1334,N5FFAA,MIA,MCO,1525,1552,27,12,1604,63,54,34,192,1638,8,1628,1646,18,0,0,,0,0,0,18,0
2015,10,7,3,EV,5082,N137EV,10685,10397,1144,1131,-13,12,1143,96,92,71,533,1354,9,1420,1403,-17,0,0,,,,,,
2015,12,5,6,DL,763,N991AT,MSP,DLH,2151,2146,-5,11,2157,54,47,30,144,2227,6,2245,2233,-12,0,0,,,,,,
2015,8,19,3,WN,2901,N8660A,SEA,MDW,630,628,-2,11,639,240,245,210,1733,1209,24,1230,1233,3,0,0,,,,,,
2015,9,20,7,EV,5862,N11544,ORD,XNA,1919,1913,-6,14,1927,105,98,77,522,2044,7,2104,2051,-13,0,0,,,,,,
2015,5,31,7,DL,2264,N669DN,JAC,ATL,745,740,-5,12,752,217,222,203,1572,1315,7,1322,1322,0,0,0,,,,,,
2015,8,10,1,WN,1513,N697SW,MCO,MKE,1800,1755,-5,10,1805,175,162,148,1066,1933,4,1955,1937,-18,0,0,,,,,,
2015,5,7,4,UA,1450,N78501,LAS,ORD,625,705,40,13,718,220,202,176,1514,1214,13,1205,1227,22,0,0,,0,0,22,0,0
2015,3,7,6,F9,705,N918FR,MSY,DEN,1840,1842,2,13,1855,170,171,153,1062,2028,5,2030,2033,3,0,0,,,,,,
2015,2,17,2,EV,4864,N12528,IAH,BTR,1250,1242,-8,20,1302,61,65,40,253,1342,5,1351,1347,-4,0,0,,,,,,
2015,6,18,4,EV,5082,N605QX,ATL,BMI,1025,1026,1,23,1049,101,106,79,533,1108,4,1106,1112,6,0,0,,,,,,
2015,10,28,3,MQ,3178,N808MQ,13930,14108,1025,1014,-11,29,1043,57,63,28,130,1111,6,1122,1117,-5,0,0,,,,,,
2015,11,5,4,WN,3149,N697SW,BWI,FLL,915,915,0,31,946,160,159,124,925,1150,4,1155,1154,-1,0,0,,,,,,
2015,8,19,3,DL,1243,N983DL,DFW,ATL,930,930,0,16,946,128,123,98,731,1224,9,1238,1233,-5,0,0,,,,,,
2015,7,29,3,EV,4472,N18556,ECP,IAH,1430,1423,-7,14,1437,112,110,88,572,1605,8,1622,1613,-9,0,0,,,,,,
2015,6,22,1,B6,1494,N307JB,MCO,HPN,1510,1505,-5,16,1521,165,164,143,972,1744,5,1755,1749,-6,0,0,,,,,,
2015,2,22,7,UA,639,N431UA,ORD,MSY,2015,2126,71,15,2141,149,135,116,837,2337,4,2244,2341,57,0,0,,0,0,5,52,0
2015,6,12,5,US,617,N837AW,RNO,PHX,615,606,-9,11,617,102,94,79,601,736,4,757,740,-17,0,0,,,,,,
2015,8,31,1,DL,1599,N981DL,ATL,PIT,1056,1055,-1,13,1108,103,94,76,526,1224,5,1239,1229,-10,0,0,,,,,,
2015,11,18,3,DL,1486,N913DN,ATL,LGA,1245,1302,17,18,1320,134,127,101,762,1501,8,1459,1509,10,0,0,,,,,,
2015,7,15,3,OO,4698,N912EV,MSP,FNT,956,953,-3,40,1033,94,109,65,491,1238,4,1230,1242,12,0,0,,,,,,
2015,3,21,6,EV,5168,N134EV,ATL,FNT,930,925,-5,15,940,113,120,102,645,1122,3,1123,1125,2,0,0,,,,,,
2015,4,22,3,DL,1499,N918DE,MEM,ATL,600,557,-3,11,608,76,69,54,332,802,4,816,806,-10,0,0,,,,,,
2015,11,21,6,EV,3840,N14573,EWR,SYR,1717,1708,-9,16,1724,74,74,37,195,1801,21,1831,1822,-9,0,0,,,,,,
2015,7,4,6,WN,691,N209WN,SJC,SAN,1055,1054,-1,9,1103,80,81,68,417,1211,4,1215,1215,0,0,0,,,,,,
2015,12,17,4,EV,4970,N741EV,BOS,RIC,1945,1308,1043,18,1326,105,116,94,474,1500,4,2130,1504,1054,0,0,,11,0,10,1033,0
2015,12,30,3,EV,5007,N709EV,CLT,LGA,1200,1206,6,29,1235,115,108,72,544,1347,7,1355,1354,-1,0,0,,,,,,
2015,11,19,4,WN,1339,N640SW,DAL,ELP,950,1134,104,6,1140,105,97,86,562,1206,5,1035,1211,96,0,0,,0,0,96,0,0
2015,9,6,7,AA,613,N109UW,CLT,MSP,1120,1116,-4,11,1127,160,143,127,930,1234,5,1300,1239,-21,0,0,,,,,,
2015,12,21,1,B6,634,N651JB,PBI,DCA,1309,1303,-6,8,1311,134,126,115,857,1506,3,1523,1509,-14,0,0,,,,,,
2015,6,16,2,DL,2323,N922DX,TPA,ATL,520,514,-6,9,523,83,72,58,406,621,5,643,626,-17,0,0,,,,,,
2015,7,20,1,B6,989,N318JB,BOS,DCA,1718,1716,-2,30,1746,101,98,65,399,1851,3,1859,1854,-5,0,0,,,,,,
2015,4,4,6,WN,913,N794SW,BWI,MDW,1215,1214,-1,13,1227,120,124,105,611,1312,6,1315,1318,3,0,0,,,,,,
2015,9,24,4,UA,1543,N66803,IAH,DEN,1131,1127,-4,17,1144,149,137,114,862,1238,6,1300,1244,-16,0,0,,,,,,
2015,4,15,3,WN,1886,N714CB,DEN,SAN,1510,1515,5,12,1527,140,133,117,853,1624,4,1630,1628,-2,0,0,,,,,,
2015,4,2,4,MQ,3202,N931MQ,ICT,DFW,1750,1752,2,6,1758,81,67,56,328,1854,5,1911,1859,-12,0,0,,,,,,
2015,10,30,5,WN,2485,N792SW,15304,11278,945,944,-1,10,954,135,121,106,814,1140,5,1200,1145,-15,0,0,,,,,,
2015,5,30,6,DL,2203,N534US,LAS,MSP,922,922,0,14,936,181,185,163,1299,1419,8,1423,1427,4,0,0,,,,,,
2015,11,17,2,WN,2425,N936WN,SFO,PHX,530,525,-5,8,533,105,100,88,651,801,4,815,805,-10,0,0,,,,,,
2015,3,19,4,EV,5149,N839AS,ATL,XNA,1650,1646,-4,21,1707,115,128,102,589,1749,5,1745,1754,9,0,0,,,,,,
2015,8,8,6,NK,388,N613NK,LAS,DTW,1053,1059,6,15,1114,240,219,197,1749,1731,7,1753,1738,-15,0,0,,,,,,
2015,6,26,5,OO,4462,N804SK,SLC,ABQ,950,1028,38,17,1045,102,93,70,493,1155,6,1132,1201,29,0,0,,0,0,28,1,0
2015,1,5,1,AA,1316,N3KKAA,SNA,DFW,800,757,-3,11,808,175,177,160,1205,1248,6,1255,1254,-1,0,0,,,,,,
2015,5,8,5,WN,3301,N201LV,LAX,SAT,725,721,-4,7,728,160,155,138,1211,1146,10,1205,1156,-9,0,0,,,,,,
2015,3,7,6,WN,3344,N652SW,CMH,BWI,1605,1638,33,6,1644,75,76,64,337,1748,6,1720,1754,34,0,0,,1,0,3,30,0
2015,6,10,3,VX,769,N530VA,LGA,DAL,1845,1835,-10,21,1856,220,207,181,1381,2057,5,2125,2102,-23,0,0,,,,,,
2015,11,7,6,WN,3695,N237WN,CHS,BWI,1050,1046,-4,9,1055,85,76,61,472,1156,6,1215,1202,-13,0,0,,,,,,
2015,5,8,5,OO,4448,N162PQ,MSP,MCI,1010,1007,-3,28,1035,92,105,71,393,1146,6,1142,1152,10,0,0,,,,,,
2015,3,14,6,WN,929,N744SW,LAS,ATL,605,604,-1,16,620,235,232,210,1747,1250,6,1300,1256,-4,0,0,,,,,,
2015,5,2,6,DL,969,N822DN,TPA,ATL,825,820,-5,19,839,97,95,63,406,942,13,1002,955,-7,0,0,,,,,,
2015,10,14,3,WN,381,N412WN,12953,13232,1510,1517,7,26,1543,150,145,114,725,1637,5,1640,1642,2,0,0,,,,,,
2015,3,28,6,WN,1965,N279WN,EWR,MSY,730,726,-4,21,747,200,187,161,1167,928,5,950,933,-17,0,0,,,,,,
2015,3,31,2,AA,2228,N548AA,SMF,DFW,1141,1145,4,12,1157,200,196,171,1431,1648,13,1701,1701,0,0,0,,,,,,
2015,12,21,1,AA,591,N651AW,PHX,PDX,845,841,-4,14,855,175,176,160,1009,1035,2,1040,1037,-3,0,0,,,,,,
2015,4,12,7,MQ,3318,N856MQ,ORD,DAY,1520,1513,-7,10,1523,78,73,43,240,1706,20,1738,1726,-12,0,0,,,,,,
2015,6,18,4,B6,1294,N593JB,MCO,HPN,1945,2001,16,18,2019,163,180,159,972,2258,3,2228,2301,33,0,0,,17,0,0,0,16
2015,10,5,1,F9,757,N948FR,11292,14107,2005,1959,-6,14,2013,110,115,95,602,2048,6,2055,2054,-1,0,0,,,,,,
2015,4,1,3,EV,5393,N723EV,LGA,MHT,1132,1121,-11,22,1143,80,66,40,195,1223,4,1252,1227,-25,0,0,,,,,,
2015,4,16,4,UA,1137,N37409,DEN,SMF,1530,1630,60,32,1702,156,155,119,909,1801,4,1706,1805,59,0,0,,0,0,36,23,0
2015,1,16,5,DL,1830,N381DN,SLC,JFK,1720,1714,-6,13,1727,263,250,228,1990,2315,9,2343,2324,-19,0,0,,,,,,
2015,9,24,4,WN,805,N644SW,ABQ,LAS,1005,1004,-1,8,1012,95,84,69,486,1021,7,1040,1028,-12,0,0,,,,,,
2015,11,29,7,EV,4611,N10575,ATW,ORD,531,529,-2,29,558,60,69,32,160,630,8,631,638,7,0,0,,,,,,
2015,6,27,6,DL,1799,N928AT,DTW,GRR,852,850,-2,28,918,49,59,27,120,945,4,941,949,8,0,0,,,,,,
2015,10,7,3,DL,2622,N340NB,11433,14100,1348,1343,-5,18,1401,100,88,66,453,1507,4,1528,1511,-17,0,0,,,,,,
2015,10,29,4,OO,5209,N952SW,11292,11638,800,755,-5,18,813,150,140,118,844,911,4,930,915,-15,0,0,,,,,,
2015,10,14,3,EV,5107,N398CA,10397,10208,1725,1722,-3,11,1733,53,42,29,143,1802,2,1818,1804,-14,0,0,,,,,,
2015,6,15,1,AA,2469,N7AGAA,DFW,LAX,1015,1015,0,49,1104,192,225,157,1235,1141,19,1127,1200,33,0,0,,33,0,0,0,0
2015,5,1,5,AS,55,N597AS,BRW,FAI,1148,1148,0,8,1156,77,83,71,503,1307,4,1305,1311,6,0,0,,,,,,
2015,2,23,1,AA,350,N3MDAA,ORD,LGA,1745,1759,14,13,1812,124,110,93,733,2045,4,2049,2049,0,0,0,,,,,,
2015,1,26,1,US,1823,N201UU,PHL,PHX,1540,1545,5,24,1609,324,299,268,2075,1837,7,1904,1844,-20,0,0,,,,,,
2015,9,1,2,VX,928,N845VA,SFO,LAX,1325,1317,-8,10,1327,80,74,57,337,1424,7,1445,1431,-14,0,0,,,,,,
2015,7,18,6,WN,1938,N292WN,BWI,AUS,1840,2109,149,11,2120,205,183,164,1342,2304,8,2105,2312,127,0,0,,0,0,33,94,0
2015,6,29,1,OO,4440,N807SK,MSP,HLN,1938,1937,-1,36,2013,159,166,126,913,2119,4,2117,2123,6,0,0,,,,,,
2015,8,18,2,AA,1544,N581AA,IAD,DFW,1842,1905,23,15,1920,198,174,153,1172,2053,6,2100,2059,-1,0,0,,,,,,
2015,9,25,5,NK,901,N657NK,ORD,DFW,1214,1231,17,16,1247,145,133,106,802,1433,11,1439,1444,5,0,0,,,,,,
2015,3,28,6,EV,4271,N21197,GUC,DEN,1240,1233,-7,26,1259,63,60,29,152,1328,5,1343,1333,-10,0,0,,,,,,
2015,3,8,7,OO,5238,N703SK,ORD,ASE,1240,1235,-5,15,1250,176,165,146,1013,1416,4,1436,1420,-16,0,0,,,,,,
2015,4,13,1,US,1862,N564UW,ATL,CLT,855,853,-2,47,940,82,107,47,226,1027,13,1017,1040,23,0,0,,23,0,0,0,0
2015,12,17,4,DL,2506,N981DL,ECP,ATL,1436,1432,-4,9,1441,71,59,42,240,1623,8,1647,1631,-16,0,0,,,,,,
2015,1,5,1,US,479,N665AW,PHX,SMF,1045,1105,20,13,1118,121,114,97,647,1155,4,1146,1159,13,0,0,,,,,,
2015,10,22,4,DL,1523,N340NB,10721,11433,1648,1650,2,23,1713,137,130,103,632,1856,4,1905,1900,-5,0,0,,,,,,
2015,6,9,2,DL,377,N341NW,PHL,DTW,730,744,14,17,801,100,100,79,453,920,4,910,924,14,0,0,,,,,,
2015,11,10,2,UA,450,N414UA,DEN,BNA,1004,1001,-3,20,1021,152,139,114,1014,1315,5,1336,1320,-16,0,0,,,,,,
2015,9,30,3,WN,1614,N8316H,MDW,PHX,1725,1726,1,10,1736,225,205,188,1444,1844,7,1910,1851,-19,0,0,,,,,,
2015,7,5,7,B6,2283,N284JB,BOS,RDU,630,620,-10,20,640,115,118,93,612,813,5,825,818,-7,0,0,,,,,,
2015,7,10,5,OO,5307,N908SW,SMF,SFO,909,930,21,13,943,56,52,35,86,1018,4,1005,1022,17,0,0,,17,0,0,0,0
2015,6,25,4,WN,2437,N645SW,SMF,SEA,2020,2015,-5,6,2021,105,98,85,605,2146,7,2205,2153,-12,0,0,,,,,,
2015,2,3,2,WN,2673,N409WN,BDL,ATL,1525,1528,3,11,1539,165,153,133,859,1752,9,1810,1801,-9,0,0,,,,,,
2015,12,29,2,OO,2920,N955SW,CHO,ORD,501,,,,,133,,,566,,,614,,,0,1,B,,,,,
2015,2,15,7,OO,4673,N806SK,GEG,SEA,1128,1203,35,12,1215,71,68,48,224,1303,8,1239,1311,32,0,0,,0,0,0,32,0
2015,12,30,3,DL,2385,N990AT,DTW,MSY,1525,1526,1,48,1614,160,189,137,926,1731,4,1705,1735,30,0,0,,30,0,0,0,0
2015,8,20,4,UA,489,N827UA,OMA,DEN,944,945,1,28,1013,103,113,80,472,1033,5,1027,1038,11,0,0,,,,,,
2015,9,11,5,MQ,3400,N907MQ,CVG,ORD,605,605,0,26,631,86,114,69,265,640,19,631,659,28,0,0,,28,0,0,0,0
2015,3,12,4,WN,44,N563WN,BWI,MCO,955,956,1,8,1004,145,130,114,787,1158,8,1220,1206,-14,0,0,,,,,,
2015,11,17,2,AA,1201,N4WMAA,FAT,DFW,555,553,-2,20,613,193,198,163,1313,1056,15,1108,1111,3,0,0,,,,,,
2015,6,24,3,DL,128,N818DA,SEA,SLC,1630,1634,4,12,1646,114,107,90,689,1916,5,1924,1921,-3,0,0,,,,,,
2015,5,2,6,F9,1250,N929FR,ORD,PHL,1900,1858,-2,18,1916,115,120,93,678,2149,9,2155,2158,3,0,0,,,,,,
2015,1,6,2,EV,5513,N146PQ,ATL,CAE,1620,1612,-8,10,1622,56,47,34,192,1656,3,1716,1659,-17,0,0,,,,,,
2015,2,1,7,DL,1355,N303DQ,EYW,ATL,1215,1208,-7,18,1226,121,124,96,646,1402,10,1416,1412,-4,0,0,,,,,,
2015,2,19,4,OO,4559,N461SW,SLC,LWS,1100,1059,-1,22,1121,100,103,75,461,1136,6,1140,1142,2,0,0,,,,,,
2015,8,24,1,DL,2626,N942DL,JAX,DTW,655,719,24,14,733,144,136,116,813,929,6,919,935,16,0,0,,0,0,16,0,0
2015,1,1,4,US,1862,N179UW,JFK,CLT,815,813,-2,16,829,128,125,102,541,1011,7,1023,1018,-5,0,0,,,,,,
2015,3,4,3,DL,2368,N398DA,PDX,DTW,2255,2337,42,10,2347,249,239,221,1953,628,8,604,636,32,0,0,,0,0,0,32,0
2015,12,10,4,NK,612,N622NK,MSP,ORD,642,637,-5,10,647,93,93,58,334,745,25,815,810,-5,0,0,,,,,,
2015,5,3,7,OO,5549,N582SW,BFL,SFO,1833,1827,-6,12,1839,85,76,60,238,1939,4,1958,1943,-15,0,0,,,,,,
2015,7,30,4,UA,291,N838UA,EWR,IAH,1400,1405,5,72,1517,230,279,190,1400,1727,17,1650,1744,54,0,0,,54,0,0,0,0
2015,6,9,2,DL,2319,N370NW,LGA,MSP,959,1001,2,20,1021,191,161,137,1020,1138,4,1210,1142,-28,0,0,,,,,,
2015,1,3,6,UA,1060,N37252,MCO,SFO,845,843,-2,13,856,375,341,320,2446,1116,8,1200,1124,-36,0,0,,,,,,
2015,8,18,2,MQ,3445,N669MQ,DFW,ABI,2145,2137,-8,13,2150,52,47,28,158,2218,6,2237,2224,-13,0,0,,,,,,
2015,2,12,4,DL,2486,N956AT,ATL,MDT,939,942,3,17,959,111,101,80,620,1119,4,1130,1123,-7,0,0,,,,,,
2015,3,13,5,AA,1495,N5EPAA,DFW,EGE,1140,1136,-4,19,1155,139,126,102,721,1237,5,1259,1242,-17,0,0,,,,,,
2015,11,29,7,MQ,3276,N659MQ,LRD,DFW,826,826,0,16,842,89,103,60,396,942,27,955,1009,14,0,0,,,,,,
2015,11,11,3,F9,1180,N941FR,LAX,MCO,2050,2040,-10,40,2120,280,289,242,2218,422,7,430,429,-1,0,0,,,,,,
2015,3,10,2,HA,148,N489HA,HNL,KOA,1316,1316,0,18,1334,44,56,31,163,1405,7,1400,1412,12,0,0,,,,,,
2015,5,2,6,WN,2037,N474WN,CAK,MCO,615,615,0,11,626,140,131,114,861,820,6,835,826,-9,0,0,,,,,,
2015,10,18,7,WN,493,N7752B,13232,13796,1250,1250,0,8,1258,280,257,242,1844,1500,7,1530,1507,-23,0,0,,,,,,
2015,11,29,7,OO,6286,N910SW,SBA,SFO,1040,1032,-8,12,1044,70,78,62,262,1146,4,1150,1150,0,0,0,,,,,,
2015,9,7,1,AA,131,N3DRAA,JFK,ORD,1705,1724,19,44,1808,186,159,105,740,1853,10,1911,1903,-8,0,0,,,,,,
2015,2,4,3,MQ,2982,N694MQ,ORD,RST,805,811,6,16,827,70,71,50,268,917,5,915,922,7,0,0,,,,,,
2015,6,1,1,EV,4275,N29917,CLT,IAH,1651,1718,27,26,1744,171,167,134,912,1858,7,1842,1905,23,0,0,,0,0,5,18,0
2015,11,19,4,AS,65,N792AS,WRG,PSG,1106,1102,-4,5,1107,23,19,9,31,1116,5,1129,1121,-8,0,0,,,,,,
2015,6,3,3,AA,1614,N3JKAA,MIA,EWR,710,738,28,15,753,181,161,139,1085,1012,7,1011,1019,8,0,0,,,,,,
2015,4,30,4,EV,4524,N13161,IAH,OMA,840,836,-4,15,851,133,128,107,781,1038,6,1053,1044,-9,0,0,,,,,,
2015,12,3,4,WN,2826,N526SW,DAL,MAF,2150,2146,-4,12,2158,70,65,50,319,2248,3,2300,2251,-9,0,0,,,,,,
2015,5,10,7,WN,343,N8326F,TPA,MDW,1905,1918,13,23,1941,160,160,133,997,2054,4,2045,2058,13,0,0,,,,,,
2015,8,28,5,DL,1973,N920DL,MSP,ROC,1931,1930,-1,19,1949,125,121,98,783,2227,4,2236,2231,-5,0,0,,,,,,
2015,6,5,5,WN,4213,N731SA,RNO,LAX,1855,1852,-3,10,1902,85,75,60,391,2002,5,2020,2007,-13,0,0,,,,,,
2015,9,2,3,WN,2927,N446WN,MSY,LAS,610,603,-7,8,611,225,203,191,1500,722,4,755,726,-29,0,0,,,,,,
2015,3,12,4,VX,108,N837VA,LAX,IAD,830,827,-3,10,837,280,291,275,2288,1612,6,1610,1618,8,0,0,,,,,,
2015,3,15,7,US,2061,N709UW,BWI,CLT,515,510,-5,49,559,89,118,63,361,702,6,644,708,24,0,0,,24,0,0,0,0
2015,4,1,3,EV,5477,N612QX,DTW,ELM,855,953,58,24,1017,76,71,44,332,1101,3,1011,1104,53,0,0,,0,0,53,0,0
2015,6,9,2,UA,415,N510UA,JFK,SFO,602,557,-5,18,615,378,375,345,2586,900,12,920,912,-8,0,0,,,,,,
2015,2,13,5,AA,986,N5DUAA,MIA,STT,1113,1128,15,19,1147,159,153,131,1107,1458,3,1452,1501,9,0,0,,,,,,
2015,9,22,2,UA,1585,N47414,ORD,ALB,1347,1341,-6,17,1358,118,114,91,723,1629,6,1645,1635,-10,0,0,,,,,,
2015,12,10,4,AS,11,N407AS,EWR,SEA,1720,1715,-5,29,1744,389,355,318,2402,2002,8,2049,2010,-39,0,0,,,,,,
2015,9,20,7,OO,2893,N863AS,SLC,LAX,1242,1247,5,13,1300,125,106,88,590,1328,5,1347,1333,-14,0,0,,,,,,
2015,2,15,7,EV,2571,N876AS,DFW,MEI,1910,1905,-5,14,1919,87,87,69,485,2028,4,2037,2032,-5,0,0,,,,,,
2015,11,4,3,DL,1278,N962DL,BTR,ATL,1459,1451,-8,23,1514,87,96,64,448,1718,9,1726,1727,1,0,0,,,,,,
2015,1,10,6,DL,784,N6716C,ATL,MSP,830,830,0,13,843,162,153,136,907,959,4,1012,1003,-9,0,0,,,,,,
2015,7,6,1,WN,3207,N600WN,ATL,CMH,2210,2210,0,15,2225,95,86,68,447,2333,3,2345,2336,-9,0,0,,,,,,
2015,6,19,5,F9,1275,N951FR,ORD,ATL,1435,1438,3,18,1456,125,113,88,606,1724,7,1740,1731,-9,0,0,,,,,,
2015,11,20,5,UA,759,N475UA,SFO,SEA,1349,1352,3,16,1408,133,119,96,679,1544,7,1602,1551,-11,0,0,,,,,,
2015,10,25,7,B6,178,N517JB,12889,10721,1335,1344,9,14,1358,291,284,264,2381,2122,6,2126,2128,2,0,0,,,,,,
2015,2,24,2,WN,1009,N376SW,SLC,OAK,1555,1559,4,10,1609,115,102,86,588,1635,6,1650,1641,-9,0,0,,,,,,
2015,5,6,3,AA,1200,N3DRAA,ORD,DCA,900,859,-1,17,916,120,104,84,612,1140,3,1200,1143,-17,0,0,,,,,,
2015,11,10,2,WN,1194,N684WN,LAS,SJC,740,738,-2,13,751,85,83,66,386,857,4,905,901,-4,0,0,,,,,,
2015,3,8,7,DL,1200,N907DE,CAK,ATL,1754,1748,-6,14,1802,115,105,82,528,1924,9,1949,1933,-16,0,0,,,,,,
2015,9,4,5,WN,2040,N714CB,BUR,SJC,1630,1630,0,13,1643,60,64,48,296,1731,3,1730,1734,4,0,0,,,,,,
2015,4,17,5,UA,1029,N76529,EWR,FLL,1431,1450,19,11,1501,185,155,140,1065,1721,4,1736,1725,-11,0,0,,,,,,
2015,3,9,1,DL,1363,N921AT,HOU,ATL,1505,1505,0,11,1516,121,104,88,696,1744,5,1806,1749,-17,0,0,,,,,,
2015,3,5,4,MQ,3626,N906MQ,CVG,DFW,1435,1748,193,34,1822,165,196,148,812,1950,14,1620,2004,224,0,0,,31,0,193,0,0
2015,12,28,1,UA,1150,N16713,IAH,SAN,941,948,7,19,1007,210,200,178,1303,1105,3,1111,1108,-3,0,0,,,,,,
2015,1,9,5,UA,1190,N34460,ORD,SRQ,932,1043,71,17,1100,166,158,137,1050,1417,4,1318,1421,63,0,0,,0,0,55,8,0
2015,9,29,2,WN,1901,N371SW,BOI,GEG,1740,1735,-5,7,1742,60,53,43,287,1725,3,1740,1728,-12,0,0,,,,,,
2015,9,26,6,WN,1692,N8602F,MDW,PHX,1535,1527,-8,9,1536,220,190,177,1444,1633,4,1715,1637,-38,0,0,,,,,,
2015,3,25,3,B6,2417,N599JB,MCO,AUS,1305,1258,-7,13,1311,172,165,148,994,1439,4,1457,1443,-14,0,0,,,,,,
2015,6,11,4,UA,2016,N471UA,IAH,LAX,2125,2151,26,11,2202,207,193,172,1379,2254,10,2252,2304,12,0,0,,,,,,
2015,11,2,1,DL,1369,N910AT,DTW,MCI,1548,1543,-5,26,1609,132,122,92,629,1641,4,1700,1645,-15,0,0,,,,,,
2015,10,12,1,AA,1512,N3JTAA,14747,11298,1334,1329,-5,15,1344,236,217,187,1660,1851,15,1930,1906,-24,0,0,,,,,,
2015,9,10,4,AA,1454,N852AA,SFO,DFW,515,510,-5,13,523,211,190,171,1464,1014,6,1046,1020,-26,0,0,,,,,,
2015,4,20,1,AA,28,N3MAAA,LAX,MIA,1220,1239,19,16,1255,298,272,248,2342,2003,8,2018,2011,-7,0,0,,,,,,
2015,6,27,6,WN,4404,N419WN,SMF,LAS,1555,1613,18,6,1619,80,71,60,397,1719,5,1715,1724,9,0,0,,,,,,
2015,6,10,3,DL,314,N342NW,CVG,SLC,1925,1922,-3,9,1931,225,214,197,1450,2048,8,2110,2056,-14,0,0,,,,,,
2015,5,19,2,WN,700,N8325D,DAL,MDW,1610,1740,90,14,1754,140,139,105,793,1939,20,1830,1959,89,0,0,,0,0,6,83,0
2015,3,12,4,AA,2451,N3DFAA,LGA,MIA,700,654,-6,14,708,200,205,151,1096,939,40,1020,1019,-1,0,0,,,,,,
2015,4,16,4,EV,5915,N10575,ORD,CHS,1743,1742,-1,12,1754,132,148,127,760,2101,9,2055,2110,15,0,0,,15,0,0,0,0
2015,10,13,2,EV,4621,N12552,12266,12448,858,851,-7,12,903,79,70,54,351,957,4,1017,1001,-16,0,0,,,,,,
2015,12,27,7,AA,2612,N3GPAA,DFW,EWR,1645,1929,164,43,2012,191,209,159,1372,2351,7,2056,2358,182,0,0,,18,0,0,79,85
2015,2,6,5,WN,1980,N294WN,MCI,MDW,925,922,-3,12,934,80,84,65,405,1039,7,1045,1046,1,0,0,,,,,,
2015,6,23,2,WN,829,N205WN,DAL,AUS,1545,1553,8,10,1603,50,47,33,189,1636,4,1635,1640,5,0,0,,,,,,
2015,12,26,6,AA,244,N3FEAA,SNA,DFW,800,757,-3,37,834,176,202,153,1205,1307,12,1256,1319,23,0,0,,23,0,0,0,0
2015,8,11,2,DL,2572,N921AT,JFK,DCA,2059,2222,83,31,2253,91,82,47,213,2340,4,2230,2344,74,0,0,,0,0,0,74,0
2015,5,1,5,DL,2096,N358NW,LGA,MSP,1424,1422,-2,12,1434,182,153,137,1020,1551,4,1626,1555,-31,0,0,,,,,,
2015,2,16,1,OO,4851,N806SK,SLC,IDA,1111,1122,11,17,1139,63,52,33,188,1212,2,1214,1214,0,0,0,,,,,,
2015,9,10,4,WN,505,N8317M,MDW,BUF,2155,2302,67,8,2310,85,71,59,468,109,4,20,113,53,0,0,,0,0,53,0,0
2015,5,20,3,DL,2545,N667DN,ATL,MCO,1655,1657,2,15,1712,94,111,92,404,1844,4,1829,1848,19,0,0,,19,0,0,0,0
2015,9,2,3,WN,951,N8665D,ORF,BWI,540,537,-3,7,544,75,47,36,159,620,4,655,624,-31,0,0,,,,,,
2015,4,2,4,EV,5046,N914EV,CSG,ATL,605,604,-1,8,612,45,32,20,83,632,4,650,636,-14,0,0,,,,,,
2015,2,18,3,MQ,3080,N521MQ,ELP,ORD,1311,1259,-12,20,1319,174,194,165,1236,1704,9,1705,1713,8,0,0,,,,,,
2015,4,5,7,WN,542,N291WN,MCO,MHT,2135,2129,-6,12,2141,165,164,148,1142,9,4,20,13,-7,0,0,,,,,,
2015,11,8,7,OO,6432,N766SK,SNA,SFO,1900,1847,-13,14,1901,87,81,63,372,2004,4,2027,2008,-19,0,0,,,,,,
2015,6,20,6,DL,1500,N915AT,ATL,ECP,1620,1631,11,33,1704,71,77,41,240,1645,3,1631,1648,17,0,0,,6,0,11,0,0
2015,3,29,7,WN,3329,N228WN,SEA,DEN,1555,1714,79,9,1723,150,140,124,1024,2027,7,1925,2034,69,0,0,,0,0,69,0,0
2015,6,5,5,EV,5307,N850AS,OAJ,ATL,1351,1343,-8,8,1351,97,90,75,399,1506,7,1528,1513,-15,0,0,,,,,,
2015,2,1,7,MQ,3137,N642MQ,DFW,MLI,1505,,,,,115,,,691,,,1700,,,0,1,B,,,,,
2015,5,18,1,OO,6195,N693BR,DEN,LNK,1001,1028,27,20,1048,87,80,56,423,1244,4,1228,1248,20,0,0,,0,0,16,4,0
2015,7,4,6,WN,427,N428WN,PHL,TPA,1740,1738,-2,10,1748,165,182,165,920,2033,7,2025,2040,15,0,0,,15,0,0,0,0
2015,6,8,1,AA,2427,N5FFAA,MIA,DFW,1825,1824,-1,20,1844,189,182,157,1121,2021,5,2034,2026,-8,0,0,,,,,,
